b number,NAME,PRODUCT-NAME,Class,Protein,RNA FISH
b1488,ddpX,D-Ala-D-Ala dipeptidase,noessential,,
b1489,dos,phosphodiesterase; heme-regulated,noessential,,
b1490,yddV,diguanylate cyclase,noessential,,
b1491,yddW,conserved protein; glycosyltransferase domain,noessential,,
b1492,gadC,GadC GABA APC transporter,noessential,,
b1493,gadB,glutamate decarboxylase B subunit,noessential,,
b1494,pqqL,putative zinc peptidase,noessential,1,
b1495,yddB,conserved protein,noessential,,
b1496,yddA,YddA complex,noessential,,
b1497,ydeM,predicted anaerobic sulfatase maturation enzyme; predicted DNA-binding transcriptional regulator,noessential,,
b1498,ydeN,putative sulfatase,noessential,,
b1499,ydeO,YdeO transcriptional activator,noessential,,
b1500,yneN,two-component system connector protein,noessential,,
b1501,ydeP,acid resistance protein,noessential,1,
b1502,ydeQ,predicted fimbrial-like adhesin protein,noessential,,
b1503,ydeR,predicted fimbrial-like adhesin protein,noessential,,
b1504,ydeS,predicted fimbrial-like adhesin protein,noessential,,
b1505,ydeT,predicted protein,noessential,,
b1506,yneL,predicted transcriptional regulator,noessential,,
b1507,hipA,serine kinase HipA,noessential,1,
b1508,hipB,HipB Polypeptide,noessential,,
b1509,ydeU,conserved protein,noessential,,
b1510,ydeK,predicted lipoprotein,noessential,,
b1511,lsrK,putative kinase,noessential,,
b1512,lsrR,LsrR transcriptional repressor,noessential,,
b1513,lsrA,LsrA/LsrC/LsrD/LsrB ABC transporter,noessential,,
b1514,lsrC,LsrA/LsrC/LsrD/LsrB ABC transporter,noessential,,
b1515,lsrD,LsrA/LsrC/LsrD/LsrB ABC transporter,noessential,,
b1516,lsrB,LsrA/LsrC/LsrD/LsrB ABC transporter,noessential,,
b1517,lsrF,predicted aldolase,noessential,,
b1518,lsrG,conserved protein,noessential,,
b1519,tam,trans-aconitate methyltransferase,noessential,,
b1520,yneE,conserved inner membrane protein,noessential,,
b1521,uxaB,altronate oxidoreductase,noessential,,
b1522,yneF,predicted diguanylate cyclase,noessential,,
b1523,yneG,conserved protein,noessential,,
b1524,yneH,predicted glutaminase,noessential,,
b1525,yneI,NAD(P)<sup>+</sup>-dependent succinate semialdehyde dehydrogenase,noessential,,
b1526,yneJ,predicted DNA-binding transcriptional regulator; LysR-type,noessential,,
b1527,yneK,predicted protein,noessential,,
b1528,ydeA,YdeA MFS transporter,noessential,,
b1529,marC,inner membrane protein involved in multiple antibiotic resistance,noessential,,
b1530,marR,MarR transcriptional repressor,noessential,,
b1531,marA,MarA transcriptional dual regulator,noessential,,
b1532,marB,multiple antibiotic resistance protein,noessential,,
b1533,eamA,O-acetylserine/cysteine export protein,noessential,,
b1534,ydeE,YdeE  MFS transporter,noessential,,
b1535,ydeH,conserved protein,noessential,1,
b1536,ydeI,conserved protein,noessential,1,
b1537,ydeJ,conserved protein,noessential,1,
b1538,dcp,dipeptidyl carboxypeptidase II,noessential,1,
b1539,ydfG,3-hydroxy acid dehydrogenase monomer,noessential,1,1
b1540,ydfH,predicted DNA-binding transcriptional regulator,noessential,,
b1541,ydfZ,conserved protein,noessential,,
b1542,ydfI,predicted mannonate dehydrogenase,noessential,,
b1543,ydfJ,predicted transporter,noessential,,
b1544,ydfK,Qin prophage; predicted DNA-binding transcriptional regulator,noessential,,
b1545,pinQ,Qin prophage; predicted site-specific recombinase,noessential,,
b1546,tfaQ,Qin prophage; predicted tail fibre assembly protein,noessential,,
b1547,ydfN,Qin prophage; predicted side tail fibre assembly protein,noessential,,
b1548,nohA,Qin prophage; predicted packaging protein,noessential,,
b1549,ydfO,Qin prophage; predicted protein,noessential,,
b1550,gnsB,Qin prophage; predicted protein,noessential,,
b1551,ynfN,Qin prophage; predicted protein,noessential,,
b1552,cspI,Qin prophage; cold shock protein,noessential,1,
b1553,ydfP,Qin prophage; conserved protein,noessential,,
b1554,ydfQ,Qin prophage; predicted lysozyme,noessential,,
b1555,ydfR,Qin prophage; predicted protein,noessential,1,1
b1556,essQ,Qin prophage; predicted S lysis protein,noessential,,
b1557,cspB,Qin prophage; cold shock protein; predicted DNA-binding transcriptional regulator,noessential,1,
b1558,cspF,Qin prophage; cold shock protein,noessential,,
b1559,ydfT,Qin prophage; predicted antitermination protein Q,noessential,,
b1560,ydfU,Qin prophage; predicted protein,noessential,,
b1561,rem,Qin prophage; predicted protein,noessential,,
b1562,hokD,Qin prophage; small toxic polypeptide,noessential,,
b1563,relE,Qin prophage; toxin of the RelE-RelB toxin-antitoxin system,noessential,1,
b1564,relB,Qin prophage; antitoxin of the RelE-RelB toxin-antitoxin system and transcriptional repressor of relBEF,noessential,1,
b1565,ydfV,Qin prophage; predicted protein,noessential,,
b1566,flxA,Qin prophage; predicted protein,noessential,,
b1567,ydfW,Qin prophage; predicted protein,noessential,,
b1568,ydfX,Qin prophage; predicted protein,noessential,,
b1569,dicC,Qin prophage; DNA-binding transcriptional regulator for DicB,noessential,,
b1570,dicA,DicA transcriptional repressor,noessential,,
b1571,ydfA,Qin prophage; predicted protein,noessential,,
b1572,ydfB,Qin prophage; predicted protein,noessential,,
b1573,rzpQ,Qin prophage; predicted protein,noessential,,
b1574,dicF,Qin prophage; DicF antisense RNA,noessential,,
b1575,dicB,Qin prophage; cell division inhibition protein,noessential,,
b1576,ydfD,Qin prophage; predicted protein,noessential,,
b1577,ydfE,Qin prophage; predicted protein,noessential,,
b1578,insD,Qin prophage; predicted transposase,noessential,,
b1579,intQ,Qin prophage; predicted defective integrase,noessential,,
b1580,rspB,predicted oxidoreductase; Zn-dependent and NAD(P)-binding,noessential,,
b1581,rspA,mannonate/altronate dehydratase,noessential,1,
b1582,ynfA,inner membrane protein,noessential,,
b1583,ynfB,predicted protein,noessential,,
b1584,speG,spermidine acetyltransferase,noessential,,
b1585,ynfC,YnfC lipoprotein,noessential,,
b1586,ynfD,predicted protein,noessential,,
b1587,ynfE,oxidoreductase subunit paralog of DmsA,noessential,,
b1588,ynfF,oxidoreductase subunit,noessential,,
b1589,ynfG,oxidoreductase;  Fe-S subunit paralog of DmsB,noessential,,
b1590,ynfH,DMSO reductase anchor subunit; paralog of DmsC,noessential,,
b1591,dmsD,DMS reductase maturation protein,noessential,,
b1592,clcB,YnfJ chloride ion ClC transporter,noessential,,
b1593,ynfK,predicted dethiobiotin synthetase,noessential,1,
b1594,dgsA,DgsA transcriptional repressor,noessential,,
b1595,ynfL,predicted DNA-binding transcriptional regulator,noessential,,
b1596,ynfM,YnfM MFS transporter,noessential,,
b1597,asr,acid shock protein,noessential,,
b1598,ydgD,predicted peptidase,noessential,1,
b1599,mdtI,MdtI SMR Protein,noessential,,
b1600,mdtJ,MdtJ SMR protein,noessential,,
b1601,tqsA,transporter of quorum signal AI-2,noessential,,
b1602,pntB,pyridine nucleotide transhydrogenase; &beta; subunit,noessential,,
b1603,pntA,pyridine nucleotide transhydrogenase; &alpha; subunit,noessential,,
b1604,ydgH,predicted protein,noessential,,
b1605,ydgI,ArcD APC transporter,noessential,,
b1606,folM,dihydrofolate reductase,noessential,,
b1607,ydgC,hypothetical protein,noessential,,
b1608,rstA,RstA- Phosphorylated transcriptional regulator,noessential,,
b1609,rstB,RstB-P<SUP>his</SUP>,noessential,,
b1610,tus,DNA-binding protein; inhibition of replication at Ter sites,noessential,,
b1611,fumC,fumarase C monomer,noessential,1,
b1612,fumA,fumarase A monomer,noessential,,
b1613,manA,mannose-6-phosphate isomerase,noessential,1,
b1614,ydgA,conserved protein,noessential,,
b1615,uidC,membrane-associated protein,noessential,,
b1616,uidB,UidB glucuronides GPH transporter,noessential,,
b1617,uidA,&beta;-glucuronidase,noessential,,
b1618,uidR,UidR transcriptional repressor,noessential,,
b1619,hdhA,7-&alpha;-hydroxysteroid dehydrogenase,noessential,,
b1620,malI,MalI transcriptional repressor,noessential,,
b1621,malX,EIIBCMalX,noessential,,
b1622,malY,bifunctional: repressor of maltose regulon,noessential,,
b1623,add,deoxyadenosine deaminase / adenosine deaminase,noessential,,
b1624,ydgJ,putative galactose 1-dehydrogenase,noessential,1,
b1625,cnu,H-NS- and StpA-binding protein,noessential,1,
b1626,ydgK,conserved inner membrane protein,noessential,,
b1627,rsxA,integral membrane protein of SoxR-reducing complex,noessential,,
b1628,rsxB,member of SoxR-reducing complex,noessential,1,
b1629,rsxC,member of SoxR-reducing complex,noessential,1,
b1630,rsxD,integral membrane protein of SoxR-reducing complex,noessential,,
b1631,rsxG,member of SoxR-reducing complex,noessential,,
b1632,rsxE,integral membrane protein of SoxR-reducing complex,noessential,,
b1633,nth,endonuclease III; specific for apurinic and/or apyrimidinic sites,noessential,1,
b1634,tppB,YdgR peptide POT Transporter,noessential,,
b1635,gst,glutathione S-transferase,noessential,,
b1636,pdxY,pyridoxal kinase 2,noessential,,
b1637,tyrS,tyrosyl-tRNA synthetase,essential,,
b1638,pdxH,pyridoxine 5'-phosphate oxidase / pyridoxamine 5'-phosphate oxidase,noessential,1,
b1639,ydhA,predicted lipoprotein,noessential,,
b1640,anmK,anhydro-<i>N</i>-acetylmuramic acid kinase,noessential,,
b1641,slyB,outer membrane lipoprotein,noessential,,
b1642,slyA,SlyA transcriptional activator,noessential,,
b1643,ydhI,predicted inner membrane protein,noessential,,
b1644,ydhJ,conserved protein,noessential,,
b1645,ydhK,conserved inner membrane protein,noessential,,
b1646,sodC,superoxide dismutase precursor (Cu-Zn),noessential,,
b1647,ydhF,predicted oxidoreductase,noessential,,
b1648,ydhL,conserved protein,noessential,1,
b1649,ydhM,predicted DNA-binding transcriptional regulator,noessential,1,
b1650,nemA,N-ethylmaleimide reductase; FMN-linked,noessential,,
b1651,gloA,glyoxalase I,noessential,1,
b1652,rnt,RNase T,noessential,,
b1653,lhr,member of  ATP-dependent helicase superfamily II,noessential,1,
b1654,grxD,glutaredoxin 4,noessential,1,1
b1655,ydhO,putative lipoprotein,noessential,,
b1656,sodB,superoxide dismutase (Fe),noessential,,
b1657,ydhP,YdhP,noessential,,
b1658,purR,PurR-Hypoxanthine transcriptional repressor,noessential,,
b1659,ydhB,protein with similarity to transcriptional regulators,noessential,,
b1660,ydhC,YdhC  drug MFS transporter,noessential,,
b1661,cfa,cyclopropane fatty acyl phospholipid synthase,noessential,,
b1662,ribC,riboflavin synthase,essential,,
b1663,mdtK,NorE multidrug efflux MATE transporter,noessential,,
b1664,ydhQ,conserved protein,noessential,,
b1665,valV,tRNA<SUP>valV</SUP>,noessential,,
b1666,valW,tRNA<SUP>valW</SUP>,noessential,,
b1667,ydhR,predicted mono-oxygenase,noessential,1,
b1668,ydhS,conserved protein with FAD/NAD(P)-binding domain,noessential,1,
b1669,ydhT,conserved protein,noessential,,
b1670,ydhU,predicted cytochrome,noessential,,
b1671,ydhX,predicted 4Fe-4S ferredoxin-type protein,noessential,,
b1672,ydhW,predicted protein,noessential,1,
b1673,ydhV,predicted oxidoreductase,noessential,1,
b1674,ydhY,predicted 4Fe-4S ferredoxin-type protein,noessential,,
b1675,ydhZ,predicted protein,noessential,1,
b1676,pykF,pyruvate kinase I monomer,noessential,1,
b1677,lpp,murein lipoprotein,noessential,,
b1678,ynhG,conserved protein,noessential,1,
b1679,sufE,sulfur acceptor that activates SufS cysteine desulfurase,noessential,,
b1680,sufS,L-selenocysteine lyase (and L-cysteine desulfurase) monomer,noessential,,
b1681,sufD,component of SufB-SufC-SufD cysteine desulfurase (SufS) activator complex,noessential,,
b1682,sufC,component of SufBCD complex,noessential,,
b1683,sufB,component of SufB-SufC-SufD cysteine desulfurase (SufS) activator complex,noessential,,
b1684,sufA,Fe-S cluster assembly protein,noessential,,
b1685,ydiH,predicted protein,noessential,1,
b1686,ydiI,esterase,noessential,,
b1687,ydiJ,predicted FAD-linked oxidoreductase,noessential,1,
b1688,ydiK,predicted inner membrane protein,noessential,,
b1689,ydiL,conserved protein,noessential,,
b1690,ydiM,predicted transporter,noessential,,
b1691,ydiN,predicted amino acid/amine MFS transporter,noessential,,
b1692,ydiB,shikimate dehydrogenase / quinate dehydrogenase,noessential,1,
b1693,aroD,3-dehydroquinate dehydratase,noessential,,
b1694,ydiF,fused predicted acetyl-CoA:acetoacetyl-CoA transferase: &alpha; subunit/&beta; subunit,noessential,,
b1695,ydiO,predicted acyl-CoA dehydrogenase,noessential,,
b1696,ydiP,predicted DNA-binding transcriptional regulator,noessential,,
b1697,ydiQ,putative subunit of YdiQ-YdiR flavoprotein,noessential,,
b1698,ydiR,putative subunit of YdiQ-YdiR flavoprotein,noessential,,
b1699,ydiS,putative flavoprotein,noessential,,
b1700,ydiT,putative ferredoxin,noessential,,
b1701,fadK,FadK monomer,noessential,,
b1702,pps,PpsA,noessential,1,1
b1703,ydiA,conserved protein,noessential,1,
b1704,aroH,2-dehydro-3-deoxyphosphoheptonate aldolase,noessential,,
b1705,ydiE,conserved protein,noessential,,
b1706,ydiU,conserved protein,noessential,,
b1707,ydiV,conserved protein,noessential,,
b1708,nlpC,NlpC-putative lipoprotein hydrolase,noessential,,
b1709,btuD,vitamin B12 transport system,noessential,,
b1710,btuE,predicted glutathione peroxidase,noessential,,
b1711,btuC,vitamin B12 transport system,noessential,,
b1712,ihfA,IHF transcriptional dual regulator,noessential,,
b1713,pheT,phenylalanyl-tRNA synthetase &beta;-chain,essential,,
b1714,pheS,phenylalanyl-tRNA synthetase &alpha;-chain,essential,,
b1715,pheM,phenylalanyl-tRNA synthetase (pheST) operon leader peptide,noessential,,
b1716,rplT,50S ribosomal subunit protein L20,essential,,
b1717,rpmI,50S ribosomal subunit protein L35,noessential,,
b1718,infC,protein chain initiation factor IF-3,essential,,
b1719,thrS,threonyl-tRNA synthetase,essential,1,1
b1722,ydiY,conserved protein,noessential,,
b1723,pfkB,6-phosphofructokinase-2 monomer,noessential,1,
b1724,ydiZ,predicted protein,noessential,,
b1725,yniA,predicted phosphotransferase/kinase,noessential,,
b1726,yniB,predicted inner membrane protein,noessential,,
b1727,yniC,2-deoxyglucose-6-phosphatase,noessential,,
b1728,ydjM,predicted inner membrane protein regulated by LexA,noessential,,
b1729,ydjN,predicted transporter,noessential,,
b1730,ydjO,predicted protein,noessential,,
b1731,cedA,cell division modulator,noessential,1,
b1732,katE,heme d synthase / hydroperoxidase,noessential,1,1
b1733,chbG,conserved protein,noessential,1,
b1734,chbF,diacetylchitobiose-6-phosphate hydrolase,noessential,,
b1735,chbR,ChbR transcriptional dual regulator,noessential,,
b1736,chbA,EIIChb,noessential,,
b1737,chbC,EIIChb,noessential,,
b1738,chbB,EIIChb,noessential,,
b1739,osmE,OsmE-osmotically inducible protein,noessential,,
b1740,nadE,NAD+ synthase; glutamine dependent / NAD+ synthase; NH3-dependent,essential,1,
b1741,cho,endonuclease of nucleotide excision repair,noessential,,
b1742,ves,conserved protein,noessential,,
b1743,spy,periplasmic protein related to spheroblast formation,noessential,1,
b1744,astE,succinylglutamate desuccinylase,noessential,,
b1745,astB,succinylarginine dihydrolase,noessential,1,
b1746,astD,aldehyde dehydrogenase,noessential,,
b1747,astA,arginine succinyltransferase,noessential,,
b1748,astC,acetylornithine transaminase; catabolic / succinylornithine transaminase,noessential,1,
b1749,xthA,exonuclease III,noessential,1,
b1750,ydjX,predicted inner membrane protein,noessential,,
b1751,ydjY,predicted protein,noessential,,
b1752,ydjZ,conserved inner membrane protein,noessential,,
b1753,ynjA,conserved protein,noessential,,
b1754,ynjB,conserved protein,noessential,,
b1755,ynjC,YnjC/YnjD ABC transporter,noessential,,
b1756,ynjD,YnjC/YnjD ABC transporter,noessential,,
b1757,ynjE,predicted thiosulfate sulfur transferase,noessential,,
b1758,ynjF,predicted phosphatidyl transferase; inner membrane protein,noessential,,
b1759,nudG,pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase,noessential,,
b1760,ynjH,predicted protein,noessential,,
b1761,gdhA,glutamate dehydrogenase,noessential,,
b1762,ynjI,predicted inner membrane protein,noessential,,
b1763,topB,DNA topoisomerase III,noessential,1,
b1764,selD,selenide; water dikinase,noessential,,
b1765,ydjA,predicted oxidoreductase,noessential,1,
b1766,sppA,protease IV; a signal peptide peptidase,noessential,,
b1767,ansA,asparaginase I,noessential,1,
