Gene ID,Gene,Colonies,Attemps,Percent,LB_22hr,MOPS_24hr,MOPS_48hr,,,,,,,
ECK3600,grxC,5,8,62.5 ,0.727 ,0.415 ,0.598 ,,,,,,,
ECK3599,secB,8,8,100.0 ,0.744 ,0.229 ,0.202 ,,,,,,,
ECK3598,gpsA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3597,cysE,4,8,50.0 ,0.582 ,0.008 ,0.018 ,,,,,,,
ECK3596,yibK,7,8,87.5 ,0.781 ,0.317 ,0.321 ,,,,,,,
ECK3595,lldD,8,8,100.0 ,0.916 ,0.245 ,0.246 ,,,,,,,
ECK3594,lldR,5,8,62.5 ,0.669 ,0.327 ,0.350 ,,,,,,,
ECK3593,lldP,8,8,100.0 ,0.767 ,0.359 ,0.561 ,,,,,,,
ECK3592,yibL,5,8,62.5 ,0.626 ,0.313 ,0.242 ,,,,,,,
ECK3591,yibT,2,8,25.0 ,0.599 ,0.377 ,0.429 ,,,,,,,
ECK3590,mtlR,8,8,100.0 ,0.664 ,0.268 ,0.316 ,,,,,,,
ECK3589,mtlD,5,8,62.5 ,0.706 ,0.374 ,0.435 ,,,,,,,
ECK3588,mtlA,8,8,100.0 ,0.787 ,0.351 ,0.398 ,,,,,,,
ECK3587,yibI,2,8,25.0 ,0.802 ,0.270 ,0.210 ,,,,,,,
ECK3586,yibH,2,8,25.0 ,0.651 ,0.295 ,0.309 ,,,,,,,
ECK3585,yibG,2,8,25.0 ,0.715 ,0.405 ,0.486 ,,,,,,,
ECK3584,yibJ,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3583,yibA,6,8,75.0 ,0.800 ,0.394 ,0.366 ,,,,,,,
ECK3582,rhsA,8,8,100.0 ,0.747 ,0.315 ,0.408 ,,,,,,,
ECK3581,yibF,3,8,37.5 ,0.887 ,0.306 ,0.311 ,,,,,,,
ECK3580,selA,8,8,100.0 ,0.858 ,0.166 ,0.123 ,,,,,,,
ECK3579,selB,6,8,75.0 ,0.865 ,0.196 ,0.158 ,,,,,,,
ECK3578,yiaY,5,8,62.5 ,0.831 ,0.335 ,0.332 ,,,,,,,
ECK3577,aldB,6,8,75.0 ,0.766 ,0.407 ,0.441 ,,,,,,,
ECK3576,yiaW,7,8,87.5 ,0.809 ,0.359 ,0.428 ,,,,,,,
ECK3575,yiaV,7,8,87.5 ,0.865 ,0.321 ,0.360 ,,,,,,,
ECK3574,yiaU,4,4,100.0 ,0.837 ,0.261 ,0.278 ,,,,,,,
ECK3573,yiaT,4,4,100.0 ,0.683 ,0.225 ,0.250 ,3'_overlap,,,,,,
none,none,6,8,75.0 ,0.800 ,0.349 ,0.340 ,3'_overlap,,,,,,
ECK3572,sgbE,7,8,87.5 ,0.783 ,0.416 ,0.488 ,5'_overlap,,,,,,
ECK3571,sgbU,8,8,100.0 ,0.803 ,0.260 ,0.383 ,5'_overlap,,,,,,
ECK3570,sgbH,7,8,87.5 ,0.748 ,0.301 ,0.336 ,,,,,,,
ECK3569,lyxK,6,8,75.0 ,0.658 ,0.233 ,0.312 ,,,,,,,
ECK3568,yiaO,4,8,50.0 ,0.657 ,0.475 ,0.508 ,,,,,,,
ECK3567,yiaN,3,8,37.5 ,0.806 ,0.356 ,0.535 ,,,,,,,
ECK3566,yiaM,7,8,87.5 ,0.676 ,0.382 ,0.491 ,,,,,,,
ECK3565,yiaL,5,8,62.5 ,0.767 ,0.376 ,0.413 ,,,,,,,
ECK3564,yiaK,2,4,50.0 ,0.739 ,0.204 ,0.202 ,,,,,,,
ECK3563,yiaJ,7,8,87.5 ,0.664 ,0.354 ,0.425 ,,,,,,,
ECK3562,yiaI,8,8,100.0 ,0.693 ,0.349 ,0.404 ,,,,,,,
ECK3561,avtA,7,8,87.5 ,0.813 ,0.331 ,0.368 ,,,,,,,
ECK3560,malS,7,8,87.5 ,0.750 ,0.268 ,0.177 ,,,,,,,
ECK3559,bax,3,8,37.5 ,0.630 ,0.367 ,0.476 ,,,,,,,
ECK3558,xylR,6,8,75.0 ,0.785 ,0.418 ,0.487 ,,,,,,,
ECK3557,xylH,8,8,100.0 ,0.753 ,0.416 ,0.494 ,5'_overlap,,,,,,
ECK3556,xylG,7,8,87.5 ,0.802 ,0.398 ,0.422 ,3'_overlap,,,,,,
ECK3555,xylF,8,8,100.0 ,0.760 ,0.349 ,0.380 ,,,,,,,
ECK3554,xylA,7,8,87.5 ,0.765 ,0.431 ,0.417 ,,,,,,,
ECK3553,xylB,6,8,75.0 ,0.815 ,0.353 ,0.347 ,,,,,,,
ECK3552,yiaB,8,8,100.0 ,0.813 ,0.425 ,0.520 ,,,,,,,
ECK3551,yiaA,7,8,87.5 ,0.743 ,0.407 ,0.587 ,,,,,,,
ECK3550,yiaH,4,8,50.0 ,0.703 ,0.317 ,0.390 ,,,,,,,
ECK3549,ysaB,6,8,75.0 ,0.793 ,0.227 ,0.226 ,,,,,,,
ECK3548,glyQ,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3547,glyS,2,8,25.0 ,0.738 ,0.310 ,0.336 ,,,,,,,
ECK3546,insK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3545,insJ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3544,hokA,5,8,62.5 ,0.830 ,0.424 ,0.441 ,,,,,,,
ECK3543,cspA,8,8,100.0 ,0.796 ,0.259 ,0.322 ,,,,,,,
ECK3542,yiaG,7,8,87.5 ,0.757 ,0.266 ,0.305 ,,,,,,,
ECK3541,yiaF,8,8,100.0 ,0.797 ,0.269 ,0.330 ,,,,,,,
ECK3540,tiaE,8,8,100.0 ,0.782 ,0.287 ,0.343 ,,,,,,,
ECK3539,yiaD,2,8,25.0 ,0.714 ,0.389 ,0.438 ,,,,,,,
ECK3538,bisC,8,8,100.0 ,0.800 ,0.371 ,0.433 ,3'_overlap,,,,,,
ECK3537,yiaC,3,8,37.5 ,0.763 ,0.339 ,0.414 ,3'_overlap,,,,,,
ECK3536,tag,8,8,100.0 ,0.746 ,0.336 ,0.395 ,,,,,,,
ECK3535,yhjY,8,8,100.0 ,0.821 ,0.315 ,0.319 ,,,,,,,
ECK3534,yhjX,6,8,75.0 ,0.719 ,0.306 ,0.542 ,,,,,,,
ECK3533,eptB,8,8,100.0 ,0.806 ,0.279 ,0.124 ,,,,,,,
none,none,7,8,87.5 ,0.834 ,0.288 ,0.397 ,,,,,,,
ECK3531,dppA,6,8,75.0 ,0.723 ,0.348 ,0.341 ,,,,,,,
none,none,8,8,100.0 ,0.824 ,0.377 ,0.545 ,,,,,,,
ECK3530,dppB,5,8,62.5 ,0.778 ,0.210 ,0.208 ,,,,,,,
ECK3529,dppC,7,8,87.5 ,0.772 ,0.421 ,0.362 ,,,,,,,
ECK3528,dppD,7,8,87.5 ,0.823 ,0.272 ,0.282 ,,,,,,,
ECK3527,dppF,7,8,87.5 ,0.742 ,0.340 ,0.274 ,,,,,,,
ECK3526,yhjV,6,8,75.0 ,0.820 ,0.252 ,0.275 ,,,,,,,
ECK3524,ldrD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (ldr ORF),,,,,,
ECK3523,bcsG,6,8,75.0 ,0.764 ,0.324 ,0.396 ,,,,,,,
ECK3522,bcsF,7,8,87.5 ,0.782 ,0.371 ,0.404 ,,,,,,,
ECK3521,bcsE,4,4,100.0 ,0.823 ,0.266 ,0.143 ,,,,,,,
ECK3520,yhjR,3,8,37.5 ,0.809 ,0.349 ,0.398 ,,,,,,,
ECK3519,yhjQ,8,8,100.0 ,0.819 ,0.348 ,0.382 ,,,,,,,
ECK3518,bcsA,8,8,100.0 ,0.813 ,0.271 ,0.260 ,,,,,,,
ECK3517,bcsB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3516,bcsZ,5,8,62.5 ,0.750 ,0.424 ,0.549 ,,,,,,,
ECK3515,bcsC,8,8,100.0 ,0.725 ,0.337 ,0.491 ,,,,,,,
ECK3514,yhjK,8,8,100.0 ,0.590 ,0.345 ,0.511 ,,,,,,,
ECK3513,dctA,8,8,100.0 ,0.746 ,0.340 ,0.256 ,,,,,,,
ECK3512,yhjJ,4,4,100.0 ,0.778 ,0.203 ,0.135 ,,,,,,,
ECK3511,kdgK,8,8,100.0 ,0.765 ,0.342 ,0.239 ,,,,,,,
ECK3510,yhjH,7,8,87.5 ,0.775 ,0.298 ,0.318 ,,,,,,,
ECK3509,yhjG,5,8,62.5 ,0.782 ,0.354 ,0.381 ,,,,,,,
ECK3508,yhjE,6,8,75.0 ,0.832 ,0.209 ,0.280 ,,,,,,,
ECK3507,yhjD,7,8,87.5 ,0.831 ,0.359 ,0.520 ,,,,,,,
ECK3506,yhjC,8,8,100.0 ,0.756 ,0.287 ,0.316 ,,,,,,,
ECK3505,yhjB,8,8,100.0 ,0.775 ,0.427 ,0.448 ,,,,,,,
ECK3504,treF,6,8,75.0 ,0.730 ,0.326 ,0.346 ,,,,,,,
ECK3503,yhjA,8,8,100.0 ,0.712 ,0.412 ,0.438 ,,,,,,,
ECK3502,gadA,5,8,62.5 ,0.761 ,0.368 ,0.457 ,,,,,,,
ECK3501,gadX,8,8,100.0 ,0.815 ,0.360 ,0.448 ,,,,,,,
ECK3499,gadW,7,8,87.5 ,0.830 ,0.325 ,0.343 ,,,,,,,
ECK3498,mdtF,7,8,87.5 ,0.894 ,0.335 ,0.414 ,,,,,,,
ECK3497,mdtE,6,8,75.0 ,0.668 ,0.353 ,0.343 ,,,,,,,
ECK3496,gadE,5,8,62.5 ,0.845 ,0.393 ,0.472 ,,,,,,,
ECK3495,hdeD,8,8,100.0 ,0.868 ,0.376 ,0.475 ,,,,,,,
ECK3494,hdeA,8,8,100.0 ,0.598 ,0.235 ,0.288 ,,,,,,,
ECK3493,hdeB,8,8,100.0 ,0.846 ,0.342 ,0.380 ,,,,,,,
ECK3492,yhiD,8,8,100.0 ,0.822 ,0.409 ,0.426 ,,,,,,,
ECK3491,yhiF,7,8,87.5 ,0.524 ,0.333 ,0.348 ,,,,,,,
ECK3490,slp,4,4,100.0 ,0.744 ,0.285 ,0.326 ,,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3489,yhiS,5,8,62.5 ,0.791 ,0.333 ,0.405 ,,,,,,,
ECK3488,arsC,8,8,100.0 ,0.802 ,0.379 ,0.279 ,,,,,,,
ECK3487,arsB,7,8,87.5 ,0.794 ,0.397 ,0.451 ,,,,,,,
ECK3486,arsR,8,8,100.0 ,0.774 ,0.439 ,0.514 ,,,,,,,
ECK3485,gor,4,4,100.0 ,0.423 ,0.346 ,0.498 ,,,,,,,
ECK3484,yhiR,6,8,75.0 ,0.807 ,0.382 ,0.436 ,,,,,,,
ECK3483,prlC,4,4,100.0 ,0.790 ,0.303 ,0.354 ,,,,,,,
ECK3482,yhiQ,8,8,100.0 ,0.837 ,0.309 ,0.353 ,,,,,,,
ECK3481,yhiP,7,8,87.5 ,0.775 ,0.312 ,0.498 ,,,,,,,
ECK3480,uspA,8,8,100.0 ,0.729 ,0.343 ,0.445 ,,,,,,,
ECK3479,yhiO,8,8,100.0 ,0.703 ,0.347 ,0.431 ,,,,,,,
ECK3478,pitA,3,8,37.5 ,0.753 ,0.750 ,0.799 ,,,,,,,
ECK3477,yhiN,7,8,87.5 ,0.820 ,0.410 ,0.493 ,,,,,,,
ECK3476,yhiM,2,8,25.0 ,0.719 ,0.329 ,0.371 ,,,,,,,
ECK3475,yhiL,5,8,62.5 ,0.740 ,0.346 ,0.378 ,3'_overlap,,,,,,
ECK3474,yhiK,7,8,87.5 ,0.823 ,0.438 ,0.560 ,5'_overlap,,,,,,
ECK3473,yhiJ,6,8,75.0 ,0.796 ,0.345 ,0.402 ,,,,,,,
none,none,7,8,87.5 ,0.822 ,0.381 ,0.408 ,,,,,,,
ECK3472,yhiI,7,8,87.5 ,0.847 ,0.296 ,0.509 ,5'_overlap,,,,,,
ECK3471,rbbA,8,8,100.0 ,0.788 ,0.385 ,0.458 ,,,,,,,
ECK3470,yhhJ,4,8,50.0 ,0.873 ,0.346 ,0.347 ,,,,,,,
ECK3469,yhhI,3,8,37.5 ,0.822 ,0.380 ,0.414 ,,,,,,,
ECK3468,yrhC,6,8,75.0 ,0.834 ,0.312 ,0.377 ,,,,,,,
ECK3467,yhhH,7,8,87.5 ,0.691 ,0.417 ,0.474 ,5'_overlap,,,,,,
ECK3466,rhsB,6,8,75.0 ,0.714 ,0.386 ,0.410 ,3'_overlap,,,,,,
ECK3465,nikR,8,8,100.0 ,0.803 ,0.377 ,0.499 ,,,,,,,
ECK3464,nikE,8,8,100.0 ,0.633 ,0.281 ,0.322 ,,,,,,,
ECK3463,nikD,8,8,100.0 ,0.751 ,0.299 ,0.385 ,,,,,,,
ECK3462,nikC,6,8,75.0 ,0.794 ,0.231 ,0.209 ,,,,,,,
ECK3461,nikB,8,8,100.0 ,0.794 ,0.330 ,0.399 ,,,,,,,
ECK3460,nikA,8,8,100.0 ,0.712 ,0.279 ,0.182 ,,,,,,,
ECK3459,acpT,8,8,100.0 ,0.777 ,0.374 ,0.428 ,,,,,,,
ECK3458,yhhT,8,8,100.0 ,0.818 ,0.280 ,0.343 ,,,,,,,
ECK3457,yhhS,8,8,100.0 ,0.818 ,0.397 ,0.418 ,,,,,,,
ECK3456,dcrB,8,8,100.0 ,0.829 ,0.397 ,0.403 ,,,,,,,
ECK3455,yhhQ,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3454,yhhP,8,8,100.0 ,0.707 ,0.126 ,0.125 ,,,,,,,
ECK3453,zntA,4,4,100.0 ,0.783 ,0.302 ,0.356 ,,,,,,,
ECK3452,yhhN,8,8,100.0 ,0.904 ,0.369 ,0.458 ,,,,,,,
ECK3451,yhhM,7,8,87.5 ,0.773 ,0.279 ,0.378 ,,,,,,,
ECK3450,yhhL,8,8,100.0 ,0.816 ,0.289 ,0.309 ,5'_overlap,,,,,,
ECK3449,yhhF,3,8,37.5 ,0.554 ,0.334 ,0.411 ,,,,,,,
ECK3448,ftsY,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3447,ftsE,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3446,ftsX,0,8,0.0 ,N.A.,N.A.,N.A.,5'_overlap,,,,,,
ECK3445,rpoH,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3444,livJ,8,8,100.0 ,0.846 ,0.291 ,0.435 ,,,,,,,
ECK3443,yhhK,6,8,75.0 ,0.820 ,0.014 ,0.076 ,,,,,,,
ECK3442,livK,6,8,75.0 ,0.778 ,0.348 ,0.366 ,,,,,,,
ECK3441,livH,7,8,87.5 ,0.783 ,0.383 ,0.363 ,,,,,,,
ECK3440,livM,8,8,100.0 ,0.750 ,0.260 ,0.248 ,,,,,,,
ECK3439,livG,8,8,100.0 ,0.745 ,0.316 ,0.278 ,,,,,,,
ECK3438,livF,7,8,87.5 ,0.849 ,0.397 ,0.555 ,,,,,,,
ECK3437,ugpB,7,8,87.5 ,0.785 ,0.394 ,0.509 ,,,,,,,
ECK3436,ugpA,8,8,100.0 ,0.783 ,0.368 ,0.452 ,,,,,,,
ECK3435,ugpE,8,8,100.0 ,0.819 ,0.270 ,0.218 ,,,,,,,
ECK3434,ugpC,7,8,87.5 ,0.782 ,0.361 ,0.428 ,,,,,,,
ECK3433,ugpQ,7,8,87.5 ,0.858 ,0.382 ,0.542 ,,,,,,,
ECK3432,yhhA,4,8,50.0 ,0.784 ,0.391 ,0.488 ,,,,,,,
ECK3431,ggt,4,4,100.0 ,0.785 ,0.251 ,0.257 ,,,,,,,
ECK3430,yrhB,8,8,100.0 ,0.793 ,0.385 ,0.460 ,,,,,,,
none,none,6,8,75.0 ,0.832 ,0.281 ,0.301 ,,,,,,,
ECK0022,insB,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0023,insA,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK3429,yrhA,8,8,100.0 ,0.754 ,0.324 ,0.450 ,,,,,,,
ECK3428,yhhZ,7,8,87.5 ,0.826 ,0.371 ,0.448 ,,,,,,,
ECK3427,yhhY,3,8,37.5 ,0.915 ,0.307 ,0.312 ,,,,,,,
ECK3425,yhhX,6,8,75.0 ,0.946 ,0.274 ,0.289 ,,,,,,,
ECK3424,yhhW,8,8,100.0 ,0.870 ,0.455 ,0.557 ,,,,,,,
ECK3423,gntR,8,8,100.0 ,0.752 ,0.297 ,0.351 ,,,,,,,
ECK3422,gntK,7,8,87.5 ,0.739 ,0.303 ,0.303 ,,,,,,,
ECK3421,gntU,7,8,87.5 ,0.884 ,0.272 ,0.306 ,,,,,,,
ECK3420,yhgN,4,8,50.0 ,0.743 ,0.238 ,0.248 ,,,,,,,
ECK3419,asd,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3418,glgB,8,8,100.0 ,0.746 ,0.284 ,0.318 ,,,,,,,
ECK3417,glgX,7,8,87.5 ,0.791 ,0.401 ,0.498 ,,,,,,,
ECK3416,glgC,3,8,37.5 ,0.800 ,0.304 ,0.327 ,,,,,,,
ECK3415,glgA,8,8,100.0 ,0.779 ,0.365 ,0.380 ,,,,,,,
ECK3414,glgP,6,8,75.0 ,0.700 ,0.403 ,0.467 ,,,,,,,
ECK3413,yzgL,3,8,37.5 ,0.818 ,0.269 ,0.306 ,,,,,,,
ECK3412,glpD,7,8,87.5 ,0.730 ,0.421 ,0.675 ,,,,,,,
ECK3411,glpE,8,8,100.0 ,0.765 ,0.309 ,0.293 ,,,,,,,
ECK3410,glpG,6,8,75.0 ,0.790 ,0.307 ,0.296 ,,,,,,,
ECK3409,glpR,8,8,100.0 ,0.776 ,0.328 ,0.381 ,,,,,,,
ECK3408,rtcR,8,8,100.0 ,0.806 ,0.268 ,0.497 ,,,,,,,
ECK3407,rtcB,8,8,100.0 ,0.806 ,0.224 ,0.227 ,,,,,,,
ECK3406,rtcA,8,8,100.0 ,0.873 ,0.395 ,0.426 ,,,,,,,
ECK3405,malT,7,8,87.5 ,0.797 ,0.418 ,0.448 ,,,,,,,
ECK3404,malP,7,8,87.5 ,0.748 ,0.453 ,0.610 ,,,,,,,
ECK3403,malQ,8,8,100.0 ,0.816 ,0.325 ,0.323 ,,,,,,,
ECK3402,gntT,7,8,87.5 ,0.747 ,0.220 ,0.158 ,,,,,,,
ECK3401,gntY,3,8,37.5 ,0.698 ,0.307 ,0.435 ,,,,,,,
ECK3400,gntX,8,8,100.0 ,0.762 ,0.420 ,0.429 ,,,,,,,
ECK3399,bioH,7,8,87.5 ,0.839 ,0.040 ,0.035 ,,,,,,,
ECK3398,yhgA,8,8,100.0 ,0.761 ,0.311 ,0.304 ,,,,,,,
ECK3397,yhgG,6,8,75.0 ,0.794 ,0.254 ,0.280 ,,,,,,,
ECK3396,feoB,8,8,100.0 ,0.869 ,0.231 ,0.223 ,,,,,,,
ECK3395,feoA,4,8,50.0 ,0.818 ,0.297 ,0.247 ,,,,,,,
ECK3394,yhgF,8,8,100.0 ,0.744 ,0.398 ,0.444 ,,,,,,,
ECK3393,greB,8,8,100.0 ,0.737 ,0.313 ,0.341 ,,,,,,,
ECK3392,ompR,7,8,87.5 ,0.711 ,0.340 ,0.358 ,,,,,,,
ECK3391,envZ,6,8,75.0 ,0.814 ,0.259 ,0.283 ,,,,,,,
ECK3390,pck,8,8,100.0 ,0.722 ,0.366 ,0.379 ,,,,,,,
ECK3389,yhgE,6,8,75.0 ,0.631 ,0.346 ,0.353 ,,,,,,,
ECK3388,hslO,8,8,100.0 ,0.781 ,0.284 ,0.284 ,,,,,,,
ECK3387,hslR,8,8,100.0 ,0.719 ,0.341 ,0.378 ,,,,,,,
ECK3386,yrfG,6,8,75.0 ,0.549 ,0.236 ,0.536 ,,,,,,,
ECK3385,yrfF,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3384,nudE,2,8,25.0 ,0.732 ,0.353 ,0.390 ,,,,,,,
ECK3383,mrcA,4,4,100.0 ,0.768 ,0.258 ,0.280 ,,,,,,,
ECK3382,yrfD,4,8,50.0 ,0.671 ,0.325 ,0.362 ,,,,,,,
ECK3381,yrfC,6,8,75.0 ,0.787 ,0.394 ,0.492 ,,,,,,,
ECK3380,yrfB,4,8,50.0 ,0.812 ,0.378 ,0.447 ,5'_overlap,,,,,,
ECK3379,yrfA,8,8,100.0 ,0.824 ,0.324 ,0.263 ,"5', 3'_overlap",,,,,,
ECK3378,hofQ,8,8,100.0 ,0.873 ,0.306 ,0.315 ,5'_overlap,,,,,,
ECK3377,aroK,8,8,100.0 ,0.445 ,0.262 ,0.202 ,,,,,,,
ECK3376,aroB,8,8,100.0 ,0.499 ,0.010 ,0.032 ,,,,,,,
ECK3375,damX,8,8,100.0 ,0.906 ,0.325 ,0.340 ,,,,,,,
ECK3374,dam,4,8,50.0 ,0.416 ,0.192 ,0.144 ,,,,,,,
ECK3373,rpe,7,8,87.5 ,0.602 ,0.347 ,0.335 ,,,,,,,
ECK3372,gph,6,8,75.0 ,0.787 ,0.339 ,0.421 ,5'_overlap,,,,,,
ECK3371,trpS,0,8,0.0 ,N.A.,N.A.,N.A.,5'_overlap,,,,,,
ECK3370,yhfZ,2,8,25.0 ,0.661 ,0.495 ,0.682 ,,,,,,,
ECK3369,yhfY,8,8,100.0 ,0.819 ,0.340 ,0.356 ,,,,,,,
ECK3368,yhfX,7,8,87.5 ,0.772 ,0.278 ,0.361 ,,,,,,,
ECK3367,yhfW,8,8,100.0 ,0.867 ,0.274 ,0.295 ,,,,,,,
ECK3366,php,8,8,100.0 ,0.824 ,0.330 ,0.369 ,,,,,,,
ECK3365,yhfU,8,8,100.0 ,0.811 ,0.373 ,0.396 ,,,,,,,
ECK3364,yhfT,6,8,75.0 ,0.785 ,0.371 ,0.512 ,,,,,,,
ECK3363,yhfS,8,8,100.0 ,0.768 ,0.322 ,0.194 ,,,,,,,
ECK3362,frlR,7,8,87.5 ,0.788 ,0.466 ,0.691 ,,,,,,,
ECK3361,frlD,7,8,87.5 ,0.840 ,0.306 ,0.312 ,,,,,,,
ECK3360,frlC,2,8,25.0 ,0.722 ,0.319 ,0.394 ,,,,,,,
ECK3359,frlB,8,8,100.0 ,0.813 ,0.332 ,0.366 ,,,,,,,
ECK3358,frlA,8,8,100.0 ,0.717 ,0.318 ,0.380 ,,,,,,,
ECK3357,yhfL,4,8,50.0 ,0.807 ,0.286 ,0.331 ,,,,,,,
ECK3356,cysG,3,4,75.0 ,0.738 ,0.010 ,0.013 ,,,,,,,
ECK3355,nirC,7,8,87.5 ,0.789 ,0.278 ,0.320 ,,,,,,,
ECK3354,nirD,8,8,100.0 ,0.811 ,0.350 ,0.402 ,,,,,,,
ECK3353,nirB,8,8,100.0 ,0.819 ,0.354 ,0.448 ,,,,,,,
ECK3352,tsgA,5,8,62.5 ,0.697 ,0.293 ,0.339 ,,,,,,,
ECK3351,ppiA,8,8,100.0 ,0.764 ,0.255 ,0.269 ,,,,,,,
ECK3350,yhfG,5,8,62.5 ,0.733 ,0.318 ,0.357 ,,,,,,,
ECK3349,fic,8,8,100.0 ,0.694 ,0.345 ,0.350 ,5'_overlap,,,,,,
ECK3348,pabA,8,8,100.0 ,0.816 ,0.061 ,0.093 ,,,,,,,
ECK3347,argD,7,8,87.5 ,0.783 ,0.339 ,0.311 ,,,,,,,
ECK3346,yhfK,8,8,100.0 ,0.823 ,0.467 ,0.429 ,,,,,,,
ECK3345,crp,2,4,50.0 ,0.341 ,0.402 ,0.306 ,,,,,,,
ECK3344,yhfA,7,8,87.5 ,0.796 ,0.250 ,0.290 ,,,,,,,
ECK3343,prkB,7,8,87.5 ,0.816 ,0.383 ,0.463 ,,,,,,,
ECK3342,yheU,7,8,87.5 ,0.802 ,0.383 ,0.432 ,5'_overlap,,,,,,
ECK3341,yheT,8,8,100.0 ,0.776 ,0.281 ,0.448 ,,,,,,,
ECK3340,yheS,7,8,87.5 ,0.823 ,0.319 ,0.213 ,,,,,,,
ECK3339,kefG,3,8,37.5 ,0.781 ,0.351 ,0.468 ,,,,,,,
ECK3338,kefB,3,8,37.5 ,0.787 ,0.255 ,0.310 ,,,,,,,
ECK3337,yheV,7,8,87.5 ,0.750 ,0.377 ,0.447 ,,,,,,,
ECK3336,slyD,7,8,87.5 ,0.752 ,0.378 ,0.409 ,,,,,,,
ECK3335,slyX,8,8,100.0 ,0.823 ,0.241 ,0.155 ,,,,,,,
ECK3334,fkpA,6,8,75.0 ,0.680 ,0.217 ,0.101 ,,,,,,,
ECK3333,yheO,8,8,100.0 ,0.854 ,0.345 ,0.405 ,,,,,,,
ECK3332,yheN,5,8,62.5 ,0.659 ,0.384 ,0.467 ,,,,,,,
ECK3331,yheM,8,8,100.0 ,0.664 ,0.368 ,0.454 ,,,,,,,
ECK3330,yheL,6,8,75.0 ,0.670 ,0.384 ,0.483 ,,,,,,,
ECK3329,rpsL,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3328,rpsG,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3327,fusA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3326,tufA,7,8,87.5 ,0.721 ,0.370 ,0.422 ,,,,,,,
ECK3325,chiA,8,8,100.0 ,0.697 ,0.353 ,0.549 ,,,,,,,
ECK3324,bfd,8,8,100.0 ,0.741 ,0.212 ,0.263 ,,,,,,,
ECK3323,bfr,6,8,75.0 ,0.750 ,0.246 ,0.267 ,,,,,,,
ECK3322,gspO,4,4,100.0 ,0.767 ,0.276 ,0.306 ,,,,,,,
ECK3321,gspM,8,8,100.0 ,0.827 ,0.250 ,0.233 ,,,,,,,
ECK3320,gspL,8,8,100.0 ,0.833 ,0.281 ,0.448 ,,,,,,,
ECK3319,gspK,8,8,100.0 ,0.743 ,0.198 ,0.204 ,5'_overlap,,,,,,
ECK3318,gspJ,5,8,62.5 ,0.732 ,0.228 ,0.330 ,5'_overlap,,,,,,
ECK3317,gspI,2,8,25.0 ,0.709 ,0.273 ,0.301 ,,,,,,,
ECK3316,gspH,7,8,87.5 ,0.702 ,0.304 ,0.268 ,,,,,,,
ECK3315,gspG,7,8,87.5 ,0.830 ,0.347 ,0.216 ,,,,,,,
ECK3314,gspF,8,8,100.0 ,0.711 ,0.367 ,0.456 ,,,,,,,
ECK3313,gspE,8,8,100.0 ,0.683 ,0.236 ,0.291 ,,,,,,,
ECK3312,gspD,7,8,87.5 ,0.736 ,0.287 ,0.442 ,5'_overlap,,,,,,
ECK3311,gspC,7,8,87.5 ,0.715 ,0.246 ,0.385 ,,,,,,,
ECK3310,gspA,4,8,50.0 ,0.857 ,0.351 ,0.399 ,,,,,,,
ECK3309,pioO,7,8,87.5 ,0.756 ,0.198 ,0.160 ,,,,,,,
ECK3308,rpsJ,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3307,rplC,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3306,rplD,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3305,rplW,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3304,rplB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3303,rpsS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3302,rplV,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK3301,rpsC,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
